text,emotion
구름 걷히게 해가 되면 나를 찾아 줄래,2
사랑은 영원히 여기 남겠지 두꺼운 책이 되어 틀려 버린 내 모든 흔적까지 it used to be so brightin the morningalive when I'm wandering 나를 기다리던 밤 달이 비추 던 나의 멍청한 손에 들린 네 맘 이젠 다 알지만 how I made you so sadhow you cried till the morningnow I'll cry throughthe lonely night and dayseveryday means nothingoh nothing at all 다 젖어 버린 너의 편지에 또 난 다짐을 해 gotta get me some new bootscus it's better this wayso much better this wayit used to be so brightin the morning 나를 기다리던,2
Baby it's a new day 이젠 웃어도 돼 이 비가 그치면 무지개가 뜰 꺼야 걱정 안 해도 돼 잘하고 있는데 절대 약해 지지 마 그래 난 널 믿어 OhOhNew day new dayNew day new dayIt's a good day it's a new beginningI feel change 주위에 많은 변화가 느끼지 어린 시절에 바라만 보던 구름들 사이가 내 앞 길이 되고 Man my life's amazingBut I feel the turbulence in my life sometimes 아직 일러 세상이란 문턱을 넘어 서기엔 허나 천리 길도 한 걸음부터 시작이니 하늘이 무너져도 솟아날 구멍을 찾아내길 시간은 멈춰 주진 않아 하고픈 건 아직 많아 먹구름은 내 위에서 지나가지 않을 땐 한 숨쉬고 창 밖을 마주 보고 두 손을 모아 Thanking god for my blessings and for every single chanceLet me take you back in time 4년 전 대학교 졸업을 앞두고 알바를 3개 뛰었어 꿈은 눈을 감을 때만 보이고 존재했었던,2
Hard times have gone we made it through the stormBaby it's a new day 이젠 웃어도 돼 이 비가 그치면 무지개가 뜰 꺼야 걱정 안 해도 돼 잘하고 있는데 절대 약해 지지 마 그래 난 널 믿어 OhOhNew day new dayNew day new day이 세상에선 영원한 건 없어 But we want to live forever young forever and I know 사랑 도중엔 끝이 안 보여도 Love is a circle so 행복함 속에 걸어 보자 TogetherAnd we can fly to the moon if we want toowe can ride along the starsBelieve in your dream cause it wants youHold its hand it won't let you fallAnd let it rain let it pour we can scream and shout Hold on tight to your dream it will take you up and downStart with one step your journey of a thousand miles Fall forward don't hesitate cause your time is nowOh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh It's more than words 네 가 꿈꿨던 것 들 모두 다 이루 워 질 꺼야 It's more than words 네 가 바랬던 것 들 모두 다 현실이 될 꺼야 OhOhNew day new dayNew day new dayIt's more than words 네 가 꿈꿨던 것 들 모두 다 이루 워 질 꺼야 It's more than words 네 가 바랬던 것 들 모두 다 현실이 될 꺼야,2
우연히 올려다본 거리 내가 알고 있는 그대로 지나가는 사람마저 익숙한 걸 유난히 푸른 저 하늘이 오늘따라 낯설게 보여 흥얼대던 노래마저 새로운 걸 그 땐 아픈 맘 견디지 못해 아무 말도 못 했죠,2
익숙하지만 새로운 누군가를 만나는 일원한다고 쉽게 오지 않을 마법 같은 일 너무 쉽게 알아 버리기 엔 많이 아쉬운 걸 이뤄 질 거라,2
믿으면 언 젠 간 꼭 오겠지 유난히 빛나는 저 별이 내게 말을 건 것 같아서 한참 동안 길에 서서 잠 못 드는 밤 이런 나의 맘을 아는지 설레이는 나를 아는지 이름 모를 사람들도 빛이 나는 걸 전엔 만남을 쉽게 여겼지 아무것도 모르고 그런 사랑이 있고 나 서야 이제는 알겠어 익숙하지만 새로운 누군가를 만나는 일원한다고 쉽게 오지 않을 마법 같은 일 너무 쉽게 알아 버리기 엔 많이 아쉬운 걸 이뤄 질 거라,2
믿으면 언 젠 간 꼭 오겠지 익숙함이란 이유로 너무 쉽게 생각했던지 나 친 많은 인연들 다 신 오지 않겠지 힘들어도 알고 싶단 진실한 그 마음으로 누 군가를 만나는 일언 젠 간 꼭 오겠지 이뤄 질 거라,2
믿으면 언 젠 간 꼭 오겠지,2
젊은 피 패기 갖고 사는 색깔들의 us 좀 피폐 해져 면 무너져 버릴 껄 but 'don 't do that' 은 기록엔 없는 말일 껄 깔리고 망가져도 KEEP GOING ON& ON 그래서 타협은 않 어 field 전부 먹어 버린 다음 먹어 버려 더 얻어 또 another thing 가진 패라고 는 무패 여기서 우린 더 얻을게,2
better than yesterdayjust take that so what you gon' do huh 목표 없고 깡도 없는 삶은 살기가 깡도 있고 목표 있는 삶은 쉽지 가 않은 인생 땀 흘리는 건 넘 질색 또 남 사는 건 넘 밉대,2
밥 벌이 가다 저 빛이 나는 dimonds 갖고서 누리는 삶을 바라도 절대 못 얻어 네 머리 안 아마 thinking twice 해도 you don't get it 인내가 무뎌 진 우리에게 서 motivatedwhy you always hidin' 너는 전혀 두렵지 않아 just runnin' 숨이 막히도록 뛰어도 안 죽으니 그냥 즐겨 why you always hidin'tell them 너의 potential 침이 고일 껄 곧 넣을 골 생각에 넌 so 자 릴 잡아 herewe're making history 우린 아직 젊어 더 뛸 준비를 해난 우린 더 나은 걸 기대해 막막해도 버텨 더 큰 난관 에 닿을 더 큰 모두를 전부 기대하며 don't stop 우린 만들어 new historyfrom now ondon't stop 우린 만들어 new historyfrom now onrunnin' on the trackI'm already 내 face는 ain't no slow ain't no stop 이 bass처럼 하지 걍 심장 가득히 배 있어 ground 위 적들은 전부 내 buffetmy squad my team 우린 뭉치면 무패 돈 따 윈 그냥 원 한다면 줄게,2
이겨 내지 우리 팀이면 woah 휘슬이 울리면 모두 땀을 흘리고 경쟁을 펼쳐 yeah 우리가 가진 건 믿음 뿐이지 뭐를 가지건 yeah 허나 중요한 건 기회가 왔을 때 잡아내는 것 yeah 나는 더 원해 승부가 끝나고 웃을 수 있길 yeah 나는 더 원해 내가 아니라 우리가 될 수 있길 내리지 rain 오늘을 위해 기도했지 매일 내리지 rain 오늘을 위해 기도했지 매일 why you always hidin' 너는 전혀 두렵지 않아 just runnin' 숨이 막히도록 뛰어도 안 죽으니 그냥 즐겨 why you always hidin'tell them 너의 potential 침이 고일 껄 곧 넣을 골 생각에 넌 so 자 릴 잡아 herewe're making history 우린 아직 젊어 더 뛸 준비를 해난 우린 더 나은 걸 기대해 막막해도 버텨 더 큰 난관 에 닿을 더 큰 모두를 전부 기대하며 don't stop 우린 만들어 new historyfrom now ondon't stop 우린 만들어 new historyfrom now ondon't stop 우린 만들어 new historyfrom now ondon't stop 우린 만들어 new historyfrom now on,2
첫발을 내딛는 건 결코 쉽지 않아 근데 여기 내 집인 마냥 계속 머물고 싶진 않아 앞으로만 가야 하는 건 너무 지치잖아,2
근데 모든 게 다 끝인 마냥 여기 멈추고 싶진 않아 안녕 그리고 다시 안녕 그리고 다시 안녕 그리고 다시 안녕 어제가 언제였냐,2
는 듯이 안녕 뒤를 돌아 보는 건 괜찮아 뒤로 돌아간다는 말이 아냐 새로운 아침이 다시 왔단 말 그건 um 새로운 어제가 이미 와 있단 말 그걸 통해 나는 배웠어 잠에 들어 있던 새로운 나를 깨웠어 잔을 비웠더니 다시 가득 채워져 무너지고 더욱 단단하게 세워 져 한낱 한 날의 욕심에 불과했던 나의 어제의 꿈 취해 있었던 것 같아 자만 허세와 술 끊긴 film 미완성이었던,2
내 예술 이젠 선명하게 미래를 보게 된 눈 내 두 눈 시력보다 clear 해진 vision 땜에 매일 눈을 뜨고 clear 하는 mission all i gotta do is put in work 내가 일어나면 일어나는 기적 첫발을 내딛는 건 결코 쉽지 않아 근데 여기 내 집인 마냥 계속 머물고 싶진 않아 앞으로만 가야 하는 건 너무 지치잖아,2
근데 모든 게 다 끝인 마냥 여기 멈추고 싶진 않아 안녕 그리고 다시 안녕 그리고 다시 안녕 그리고 다시 안녕 어제가 언제였냐,2
I'm on a next one I'm on a next one yeah See see I'm on a next one I'm on a next one For the youth uh 친구가 돈을 냈던 홍 대 반지하 월세에서 친구 마이크로 녹음했던 피 처 링 곡은 까였네,2
Kebee 형이 놀러 오라 던 그 곡의 공연에 난 갔지만 결국 밖에 서성였네,2
아빠 돈을 꿨지 거기서 만든 mixtape 들로 무관심이라는 첫 피드백 받았지 홍대 옷가게 선 알바를 작업 실로 퇴근 해선 가사를 This fuckin' job can't help himso I quit y'all welcome 작업실에 갇혀 술과 담배로 배 채우며 작업 금세 2년이 지나고 내 mixtape은 처음으로 공연이 잡혀 처음으로 들어오던 피 처 링 불한당도 그중 하나였지,2
Don't get it twisted 진짜와 진짜가 진짜 올라가는데 2 MANY HOMES 4 1 KID see2 MANY HOMES 4 1 KID 그렇게 만들었지 앨범 Illmatic 낸 뒤의 Nas를 체험 중인 거 아니냐,2
는 내 옆에 앉아 있는 Paloalto는 내 영웅에서 이제는 내 형 우린 만들어 앨범 bitch I'm on a next oneI'm on a next one you see seeI'm on a next oneI'm on a next one you see seeI'm on a next oneYou see see I'm on a next oneI'm on a next oneYeah yeah I'm on a next oneI'm on a next one yeah yeah 출신은 서울 코리아 이곳은 작은 도시야 소중하지 왜냐면 내 꿈이 이뤄 지는 곳이야 지구 돌아 한 바퀴 소원 이뤄 하나씩 맘대로 골라 한 잔씩 축 배를 들어 다 같이 전화기 불이 났네,2
작업은 휴식 같애금의 환향해 작은 우리 동네 어릴 적엔 모든 게 꿈이었네,2
그때 그 시절 친구들은 형제 그리울 땐 문자 라도 머릿속을 가득 채워 버린 숫자 말고 마음 진짜라면 같이 뭉치면 돼 느껴져 이 순간 숨김없네,2
시기심이 모인 이곳이 마음 지치게 해 bruh chill chill 때론 시들지 다시 씨를 심어 열을 식히고 다시 직진도시엔 쉬엄쉬엄이 없지 하나 이뤘지만 다음 시험시간 띄엄띄엄 살고 싶진 않기에 지금 쓰는 시에 새긴 진심 항상 낭만 지켜 감사 기도 유치한 싸움 박질은 안 하기로 Al PachinoNever hate your enemies 아님 판단 잃어 늘 따라오길 행운이 항상 나는 믿어 난 믿어 I'm on a next one you see seeI'm on a next oneI'm on a next one you see seeI'm on a next oneYou see see I'm on a next oneI'm on a next oneYeah yeah I'm on a next oneI'm on a next one yeah yeahI'm on a next one you see seeI'm on a next oneI'm on a next one you see seeI'm on a next oneYou see see I'm on a next oneI'm on a next oneYeah yeah I'm on a next oneI'm on a next one yeah yeah,2
잠 이렇게도 아름다운 세상을 보여줘 너의 작은 우주 속에 피어나는 작은 행성을 따라서 꿈 그 순간 속에 찰나의 앙금 같은 희망을 보여줘 너의 작은 우주 속에 피어나는 작은 행성을 따라서 nice dream nice dreamnice dream nice dream 늘 같은 자리 같은 곳에 멈춰 있다는 것 멈춰 있는 시간 속에 흘러가는 시계 바늘을 따라서 똑 딱 똑 딱 똑 딱 똑 딱 지친 눈을 감고 모두 달콤한 꿈을 꾸네,2
누구도 본적 없었던 세상들을 nice dream 시간은 날 위해 웃음 짓고 꿈들은 달콤한 춤을 춰 줘 눈을 감고 nice dream 시간은 널 위해 웃음 짓고 꿈들은 달콤한 춤을 춰 줘 지금 nice dream,2
너에게 상혁이란 이름이 생긴 오늘병원에서 집까지 너를 데리고 오는 오후 내내 미소가 묻어 있는 내 입가 오늘 부터는 곤히 자다가도 매일 밤 너가 우는 소리에 깨곤 하겠지 전부 상혁이 엄마라고 부르겠지 내 이름 대신이 모든 게 행복으로 다가온 내 삶의 씨 오늘부터 하루에 한번씩 너에 대한 일기를 쓸게 처음으로 벽에 기대어 일어설 때 너의 힘으로 뭔 가를 이뤘을 때 벽에 부딪혀 자신감을 잃었을 때 이 모두를 기록해 놓으려 해 먼 훗날에 누군가와 결혼해서 너의 아이를 가지기 전엔 절대로 모를 것 들이 기 적에 가까운 순간들을 Mama 영원히 내 곁에 있어요,2
봐 처음으로 등록한 학원이 공부가 아닌 피아노를 가르친다니,2
그 누가 아니 우리 가족을 넘어서 모두에게 즐거움을 선물해 줄지 그 선물에 대해 이야기 하는 이들이 많아 질 때마다 너도 즐겁길 바라 가끔 씩 생각 나 처음으로 너가 모 짜르트의 미소를 보여줬을 때 그 짜릿 했던 기억 너의 미래가 엄마는 너무 궁금해 많은 걸 담길 바랄 게 너의 그 큰 눈에 1999년 중 3 어느 날 니가 입고 다니는 바지의 크기가 점점 커지면 커질수록 떨어지던 성적 랩을 하고 싶다고,2
고백하던 저녁 우리 가족을 무겁게 짓누르던 정적 쉽게 잠에 들지 못하는 너희 아빠를 봐 어쩜 이렇게 서로의 꿈이 다를까 방 한 구석을 채워 가는 CD와 Tape들 너에게 어떤 날들이 기다릴까 처음 보는 미소를 짓고 있네,2
Always I Love you 이제 짧은 머리는 익숙 하다면서 웃어 보이는 너 기특하다 녀석 유독 잔병치례가 많은 너이기에 고생할 모습이 눈 앞에 아른거리네,2
부대 안에서 열린 장기 자랑 때 랩을 해서 3박 4일 휴가를 받았다는 게 여러 가지로 생각이 많아 지게 해물론 너무 기쁘고 자랑스럽네,2
휴가 내내 음악만 듣고 있는 너에게 서 89년의 꼬마가 보이는 걸 부정하고 싶어도 그게 잘 안 돼 그저 엄만 너가 행복하길 바랄 게 2009년 드디어 첫 앨범 피노 다인이라고 읽어야 돼 그렇게 말하면서 내미는 CD 안엔 낯익을 목소리가 부르는 낯선 노래 혼자서 어색하게 몸을 맡겨 보네,2
앨범이 잘 되길 기다리면서 몇 달 간 불면증에 시달리던,2
너 곤히 잠들 오늘 밤시간은 벌써 12시 그제서야 실감이 났어,2
Always I Love you 처음 와 본 홍 대는 어찌나 넓던지 지나가는 사람들에게 몇 번 씩 물어서 찾아 간 그 공연장 그 안에선 몰래 찾아 본 동영상 속 풍경이 그대로 펼쳐져 있지 땀으로 젖은 너가 몇 번째인지 모를 노래를 부르면서 뛰고 있어 엄마도 모르게 주먹을 쥐고 있어 실수 없이 끝낸 너를 향해서 모두가 소리 지르고 엄만 애써 울음을 참으며 밖으로 나왔어,2
몇 번이나 상 혁 아 엄마 왔어라고 외치고 싶었는지 너의 노래가 누군가에게 어떤 기쁨을 줄지 그 순간을 위해서 두 손 모을 게 너의 미소를 영원히 볼 수 있게,2
어젯밤엔 밤하늘이 텅 비었어 별도 달도 지쳐서 쉬러 갔나,2
봐 밝게 비추 던 어두운 밤길을 걸을 땐 나는 그걸 당연하다 생각했지 너의 빛은 항상 그 자리에 있었는데 내 뒷모습은 너를 외롭게 했고 나는 밤 그림자처럼 커다란 척해도 사실은 너의 눈보다 더 작은데 고개를 아무리 돌려봐도 너는 어디에도 없고 너를 찾아 헤매 봐도 너의 빛이 보이질 않아 너의 온도보다 내가 차가워서 도망갔니,2
I know I know it I can do it 남들이 가는 길 내 겐 필요 없지 본 적 없어 지도 길이 없어도 난 내 맘 가는 대로 계속 앞으로 남들과 다름에 Thank god like GOD 난 차원을 넘어 가려 하지 TOP 난 알아 값어치 점점 커져 가지갈수록 내 뒷자리 늘어 가는 동그라미 I'm back on ma grind 이제 올라가 하나하나 다,2
맞아 들어가 24 per 7 난 절대 잠들지 않아 모두가 잠을 잘 때 난 그 꿈을 바라봐 Yea sky is the limit nowBut i ain't got no limits nowYeah sky sky is the limit nowBut i ain't got no 한 순간도 난 멈추지 않아 고 갤 들고 더 위를 바라봐 나를 막는 건 오직 나 자신 일뿐 난 넘어설 거야 higher higherbreak 고장 난 Lambo 처럼 난 No No No limits now 아우 토반처럼 I ain't got noNo No No limits nowNo limits now No limits nowFast track on the line I feel it nowI ain't got no no nono limits now 내가 임 철인데 나에게 철이 없대,2
고향이 포항인 양 매 순간 제철인데 할 게 한 개뿐인 게 바로 너의 한계인데 내버려두게 아이 유처럼 나 올라갈 게 세게 난 계속 도전이야,2
오늘도 달리고 가는 거야 무한으로 나의 급 차인 좀 달라 내가 되게 끔 만들 테니까 잘 봐 ha ha ha ha 아직 내 감을 이해 못 한 건 이해할게,2
덜 떨어진 감이 죄다 떫을 수밖에 but 나는 꼭대기 무르익은 상태 지단 단한 너 지만 나 딘 딘 만큼은 안 터지지 Yea sky is the limit nowBut i ain't got no limits nowYeah sky sky is the limit nowBut i ain't got no 한 순간도 난 멈추지 않아 고갤 들고 더 위를 바라봐 나를 막는 건 오직 나 자신 일뿐 난 넘어설 거야 higher higherbreak,2
고장 난 Lambo 처럼 난 No No No limits now 아우 토반처럼 I ain't got noNo No No limits nowNo limits now No limits nowFast track on the line I feel it nowI ain't got no no nono limits now 대체 누가 내게 견줘 나는 너무 커서 못 재지 견적 점점 위로 가서 도달하는 정점 벌써 느껴지는 너의 thumbs upBaby how bad do you want itThe roof's on fire 내가 바로 범인 I rock the mic 너의 귀를 뺏는 TysonGot no limits I'm free like Mayson 한 순간도 난 멈추지 않아 고 갤 들고 더 위를 바라봐 나를 막는 건 오직 나 자신 일뿐 난 넘어설 거야 higher higherbreak,2
고장 난 Lambo 처럼 난 No No No limits now 아우 토반처럼 I ain't got noNo No No limits nowNo limits now No limits nowFast track on the line I feel it nowI ain't got no no nono limits now,2
I need no new birds 오늘부터 는 새들의 날이니 I need no new birds 이제 오는 건 넘 얌체 아니니 I need no new birdscuz my family loveover cash or cloutI need no new birds 근데 넌 돈이나 명예보다도 다음 우리 끼리 모여 준비해 더러워진 도시 위로 비행 겪어 왔지 많고 많은 시행착오 우리 끼리 모여 준비해 더러워진 도시 위로 비행 겪어 왔지 많고 많은 시행착오 I have enuff birdiesand I have enuff,2
벌이 감히 어딜 껴 넌 기껏 해봐야 쩌리 무리 지어 서리해 버려 다음 먹잇감 그리고 내밀어 오리발 그건 아닐 걸 오비 이락 whole flocc pull up 시간 있음 모여 높이 올라가면 못 보던 것도 다 보여 거친 풍파를 뚫고 온 새들의 태도는 초연 남은 녀석들 빼곤 다 이랬다 저랬다 이랬다 저랬다하면서 박쥐 같이 굴어 걔넨 바라던 대로 새됐지,2
쥐새끼들은 뒤가 너무 구려 되려 우리 새 떼가 gettin' cheesebirds of a feather flocktogether 될 놈될 so u hear me say no new birdsno no newI need no new birds 오늘부터 는 새들의 날이니 I need no new birds 이제 오는 건 넘 얌체 아니니 I need no new birdscuz my family loveover cash or cloutI need no new birds 근데 넌 돈이나 명예보다도 다음 우리 끼리 모여 준비해 더러워진 도시 위로 비행 겪어 왔지 많고 많은 시행착오 우리 끼리 모여 준비해 더러워진 도시 위로 비행 겪어 왔지 많고 많은 시행착오,2
언 젠 간 오겠지 또 웃을 날이 엄마가 기도 해 주실 때 꼭 눈물 나지 Jay-z보단 Problem 수천 수만 가지 Man I'm just workin through this life 번창할 때까지 어릴 적부터 꿈꿨어 어릴 적부터 꿈꿨어 남들이 바라볼 role model 겸 효도하는 것뿐이었어,2
Chasin paper gotta make doe like bakers 어리석거나 어김없이 난 떳떳하게 배웠어 포기라는 단어 내게는 어울리지 가 않아 자존심은 조금 버렸어도 난 영혼 안 팔아 그래 난 끝도 보고 바로 극복하고 바로 금방 일어섰지 날 긁고 깎아내려 해봐도 내게는 nothing 매일 매일 매일 적었었던,2
rhymes 좀 기발하던 내 punchlines Dedication motivation overcame tribulations in my worst timesWriter's block 한 바퀴만 돌아보다가 다시 떠올라 난 only only positive vibes One day Imma make it to the clouds and One day I'm gonna make my momma proud yeaSomeday I'll look back at this right nowBut until then till thenImma live like No TomorrowNo No Tomorrow No No Tomorrow No No Tomorrow Tomorrow TomorrowI think that we'll be better tomorrowI think that we'll be better tomorrowThere will be a better tomorrow Now everything gone yeaNo Tomorrow 넌 아무것도 할 수 없다고 내게 말하던 때가 있었지 Like no tomorrow그래 우린 어떨지 몰라 내일이 But maybeI feel We can make it happen yeah we can make it happen 아무 말도 하지 않았지 그래도 넌 옆에 앉아 있지 우린 나이가 먹어도 prolly 똑같을 거야 너도 알듯이 내일이 온대도 fuck apocalypse 우린 술을 먹고 과속하지 Like we don't care bout rules boiwe don't care bout rules boi 아무것도 보이지 않았던 오늘이 지나매 일이 좋기만 바라는 나의 욕심이 과할지도 모르겠지만 너도 알잖아,2
That's what we die for 마법이 혹 일어날 수도 fuck that 공수래 공수거 우린 두 손 활짝 펴고 웃으며 대답하지 Live like no tomorrow 옆 좌석엔 민 식이 뒤를 돌아보면 상운이 형 우린 열심히 살아 no business here 너희는 상상도 못 해 What a family 사실은 명확히 보여 내일이 하지만 만족할 일 없으니 다시 떠올라 there's onlypositive vibes But you motherfucker 그저 그런 음악을 하는 애들 잘 들어 너희들에게는 No Tomorrow 랩만 잘함 뭐해 정작 음악엔 관심 없지 내가 볼 때 너 흰 절대 못해 only oneBetter keep that attitude 따라 하기만 바쁜 애들 모아 놓고 Dayday 형과 구경하러 갈 테니 준비해 둬 라 TommorowOne day Imma make it to the clouds and One day I'm gonna make my momma proud yeaSomeday I'll look back at this right nowBut until then till thenImma live like No TomorrowNo No Tomorrow No No Tomorrow No No Tomorrow Tomorrow TomorrowI think we'll have a better tomorrowThink there'll be a better tomorrow yeaI think we'll have a better tomorrow,2
어렸을 적 기억들을 더듬어 어른들은 묻곤 했지 너는 뭘 하고 싶은지 말 야 그럼 난 대답했고 돌아오는 말은 안 될걸,2
그럼 애초에 왜 물어봐 네 가 배고파 봐야 정신 차린단 그 말 돈이 최고란 말 만약 그 말을 내가 굳게 믿었었다 더 좋은 딸이 됐을까,2
내 편은 얼마 없었고 내 주변 친구들은 그저 걱정뿐 우린 서로 다른 모습으로 태어나서 왜 서로 다른 길을 가는 것을 두려워해 No way 평생 들어온 그 말 조용히 해 더는 필요 없는 말 과거는 다 갔고 초라한 너를 봐 I don't really give a fuck now 내가 나의 길을 걸었을 때하고 싶은 걸 하려 했을 때 사람들은 다 내게 말했지,2
I'm on my grind 나를 지켜만 봐 꿈을 현실로 데려와 내가 서울로 올라간다 했을 때 또 내가 unpretty 나간다 했을 때 돌아오지 마 를 내려 했을 때 모두가 반대했지만 다 내 뜻대로 된 듯해 상황은 뒤집어 졌고 뜬구름 위로 내기분을 띄워 줘도 누구는 배 아파하며 날 씹어 대도 I don't really give a fuck now 내가 걸어온 길을 보네,2
이젠 많은 것 들이 날 유혹해 거울을 보며 내게 말해 No way no way no wayEverything is good 다시 내게 말해 봐 no way 안 된다고 안 된다고 말해 봐 그럼 난 더 길을 뚫어 가 남 잘 되는 꼴 절대 보기 싫은 넌 내게 안 된다고 할수록 더 보게 되는 걸 차라리 내가 안 되는 걸 보 고 싶다면 칭찬을 하는 게 더 나 아내가 나의 길을 걸었을 때하고 싶은 걸 하려 했을 때 사람들은 다 내게 말했지,2
No way no way no way 내가 걸어온 길을 보네,2
걱정 없이 살고 싶어 난 걱정 없이 살고 싶어 난 어떤 걱정이 던 안 하고 싶어 난다들 그렇겠지만 yeahNo worries at allNo worries no worryNo worries ay ayNo worries at allNo worries at allNo worries yeah yeahNo worries ay ayNo worries please yeah 앨범을 냈어도 벌지 못해 돈 빚만 쌓여 가지 열심히 해도 방법이 없잖아,2
이거 밖에는 앨범을 만들어 또 돈도 안 되는 50만 원이 정 산금으로 찍힌 날 자릿수를 셌어 난 몇 번이나 믿기질 않았어,2
숨만 쉬어도 나가는 돈이 10 배가 넘어 가족들이 걱정 없이 살길 원했는데 점점 말라 갔지 난 행복하던 삶은 우연히 마주친 오래 전 친구처럼 짧은 인사를 하고 돌아섰지,2
bye 가진 게 많아 졌지만 난 가진 게 보이지를 않아 거실 창엔 한강이 보여 선명하게 줄어든 댓 글들이 보여 선명하게 아무 일 없단 듯이 웃어 멍청하게 아무 일 없단 듯이 웃어 멍청하게 No worries at allNo worries no worryNo worries yeah yeahNo worries at allNo worries at allNo worries at allNo worries yeah yeahNo worries please yeah 이런 상황에 나가게 됐던 마이크 스웨 거 내가 썼던 모자 내가 입은 옷은 유행도 아니었지만 제일 나다운 걸 담길 원했어,2
이 앨범에도 온전히 나를 담기 원했어,2
만들다가 엎었다가 다시 만들어 냈어,2
누구처럼 누구 같은 아니 김 홍우 앨범 G-Wagon Rolex 비싼 건 다 예뻐 불안하던 시간이 반복되니 익숙 해져 누굴 탓하겠어,2
이런 상황을 멈추고 싶어 방향을 잃은 내 방황을 다 들 잘 사는 세상과 단절됐어 지금 난 벌고 싶은 맘이 욕심이라고 말하지 마 누군가가 당연하게 누리던 것 들을 내 손에 이제야 담았어,2
배치기 yo 더 쎄게 불을 붙히지 out of control 다시 돌아온 뭉 탁 보여줄께,2
너희 눈앞 바로 여기서 모두 투하가 진 게 없어 배짱만 꽉 찼다 무식해서 앞뒤 몰라 덤볐다 하루살이 급급한 나지만 기회는 온다 믿었으니까 아직은 내 힘이 모자라고 갤 낮 춰 네 눈을 보지만 걸어온 내 뜻에 무게에 나 아직 포기가 안돼 때마침 죽고 못살던 그녀도 떠나갔지 언제까지 이러고 살 꺼냐고 내게 말했지 너에게는 미래가 보이지 않아 머릿속엔 구정물만 고여 가잖아,2
계속 떠나가라 날 차 봐라 내가 눈 하나 깜짝 하나 여러번의 무시 지치지 않아 비록 헛걸음이라도 뒷걸음 치지 않아 그래 헤쳐 나간다 나는 현실의 곡소리에 나의 이 목소리로 가슴을 적셔 억눌린 가슴속 모두 품고 불을 지펴 can u feel the fire I get highercan u feel the fire I get highernobody nobody nobody nobody nocan't nobody hold me downnobody nobody nobody nobody nocan't nobody hold me down 벌써 눈칫밥만 세끼째 아직도 미운 일곱 살의 털이 박힌 채 살아 내고 있어 인생카드의 돌려 막기 같아도 죽지 않아 인생 그림의 떡마저 도려 간 데도 땅에 무릎이 닿지 않아 나의 맘대로 노파심에 고 파진 배 움켜쥐고 내 속에 전부를 매 꿨어 나 계속해서 세상에 attack 세상에 멍든 나 매일이 외톨인 듯 해매 정히 삶에 외침을 쉽게 내치며 날 깔보는데 다시는 돌아 오지 않을 나의 선택 지켜 나갈께,2
나의 모태 홀로 건 내 약속에 그 끝이 눈물로 바래지 않게 그래 헤쳐 나간다 나는 현실의 곡소리에 나의 이 목소리로 가슴을 적셔 억눌린 가슴속 모두 품고 불을 지펴 can u feel the fire I get highercan u feel the fire I get highernobody nobody nobody nobody nocan't nobody hold me downnobody nobody nobody nobody nocan't nobody hold me down 가슴 안에 불을 지펴 꿈같은 세계로와 매일 계속된 이 불발의 끝에도 열정은 내 품안에 웃네,2
가슴 벅찬 내일에 꿈을 꾸며 내게로 와 현실 박자에 어긋 나도 더 쎄게 불을 붙히지 out of controlcan u feel the fire I get highercan u feel the fire I get highernobody nobody nobody nobody nocan't nobody hold me downnobody nobody nobody nobody nocan't nobody hold me down,2
Groovy Everywhere 춤추는 telephone 다시 비는 내리고 what I looking for 우산이 아닌 수영복 돌아가는 머릿속 이니 미니 마니 모아니 뭐 딱 히 I don’t wannabe your 마니 또다시 또 돌이 표를 따라서 너가 잘 하는 건 조화가 아닌 모른 척 돌은 치워 줘 피어 오른 연기처럼 입김 불수록 난 더 빨리 사라져 I chirp chirp chirp like what chirpchirp chirp like whatdirt dirt on my psycheLove on my sightsee nobody count itDirt dirt dirt on my psyche 더러워져 마치 모르지만 알지 머리 위로 날린 멀리 까지 wildin’ 다들 잊고 살지 대체 내게 주어진 게 뭔 데 내 맘대로 산다는 게 왜 이리도 어려운지 답을 찾지 못한 채 이 자리에서 그렇게 떠들다 난 저 멀리 로 사라질래,2
Shawty I don’t knowShawty I don’t knowShawty I don’t know 세상이 그린 선 보 단 난 훨씬 높이 올라 갈래 인간이 아는 것 보다 난 너를 훨씬 사랑할래,2
H1GHR GANG 가라사대 신 경 꺼 우리 꺼만 해 비록 ugh 그 담에 나도 모르게 아시아에 탑 투 레이블의 사장이 난 되어 버렸어 다 너의 기준 속에 날 가 두려고 하지 마역사를 만들고 있잖아,2
Jay-Z 랑 비 욘 세 와 사진 찍어 내 사장 위치랑 비슷 해지고 있어 신이 선물한 자유의지로 내길 만들어 자유이지 여러 번 증명했지,2
skys the limit 우리가 보여줘 니 운명 니가 만들어 숫자에 내가 쫒겨도 언제나 난 자유로 워 하 온 Let’s show thesekids how to hustle 띠 동갑 넘지만 우린 다 젊어 걱정 없어 미 랜 밝아 성인되면 형이 쏠게 같이 소주한 잔해 let’s get it 다들 잊고 살지 대체 내게 주어진 게 뭔 데 내 맘대로 산다는 게 왜 이리도 어려운지 답을 찾지 못한 채 이 자리에서 그렇게 떠들다 난 저 멀리 로 사라질래,2
